,date,tweet
121,2019-07-24," “The Media’s Mueller Meltdown” @JesseBWatters https://t.co/EXdlk45ovU The Democrats lost so BIG today. Their Party is in shambles right now...https://t.co/WDnGSOFzZU The Democrats had nothing...
https://t.co/VUIMndS4lZ https://t.co/yoWCQLM8Ad “Impeachment’s over!”
@TerryMoran @ABCPolitics https://t.co/8J9ixCSnZC Even Michael Moore agrees that the Dems and Mueller blew it! https://t.co/ZFPb50vi4v “The kind of questions the White House Correspondents were asking is almost like they didn’t see what went on at th… https://t.co/AaLHAVkVYC TRUTH IS A FORCE OF NATURE! RT @JaySekulow: THREAD: Statement from Jay Sekulow, Counsel to the President:

“This morning’s testimony exposed the troubling deficiencies… RT @RepDougCollins: Another Democrat theory shot down, and the truth we’ve known for months reaffirmed: https://t.co/vFvNn8MvbL RT @RepArmstrongND: It's not enough for Mr. Mueller to be able to vouch for his team. Federal recusal law exists for a reason. The interest… https://t.co/tNxUyfQIgD https://t.co/wiOTBHQYt6 RT @RepMattGaetz: Gaetz: ""Can you state with confidence the Steele dossier was not part of Russia's disinformation campaign?""

Mueller: ""Wi… RT @Jim_Jordan: Why didn't Mueller charge Joseph Mifsud for lying to the FBI? https://t.co/34E6TSigcM RT @DanScavino: #MuellerReport #WitchHunt https://t.co/6Mhdrl7rRF I would like to thank the Democrats for holding this morning’s hearing. Now, after 3 hours, Robert Mueller has to s… https://t.co/w2492yn1z9 RT @TheRightMelissa: @realDonaldTrump @KatiePavlich @FoxNews Boom 💥 Jim Jordan just blew the lid off the Hoax as Mueller cowers &amp; refuses t… RT @TomFitton: @realDonaldTrump @KatiePavlich @FoxNews No collusion. No obstruction, No impeachment. Shut the coup cabal down! “Mueller was asked whether or not the investigation was impeded in any way, and he said no.” In other words, there… https://t.co/fjsrc3iO7e “This has been a disaster for the Democrats and a disaster for the reputation of Robert Mueller.” Chris Wallace @FoxNews ....interview, including the Vice President of the United States! It has been reported that Robert Mueller is saying that he did not apply and interview for the job of FBI Director… https://t.co/5iv4SJ7OiX KEEP AMERICA GREAT! NO COLLUSION, NO OBSTRUCTION! So why didn’t the highly conflicted Robert Mueller investigate how and why Crooked Hillary Clinton deleted and acid… https://t.co/Nooz8I8RkD Why didn’t Robert Mueller &amp; his band of 18 Angry Democrats spend any time investigating Crooked Hillary Clinton, Ly… https://t.co/ecLBnXESuS It was NEVER agreed that Robert Mueller could use one of his many Democrat Never Trumper lawyers to sit next to him… https://t.co/MPN9h0UKl9 So Democrats and others can illegally fabricate a crime, try pinning it on a very innocent President, and when he f… https://t.co/JBHm7dk8Dv So Robert Mueller has now asked for his long time Never Trumper lawyer to sit beside him and help with answers. Wha… https://t.co/UHs6iXFv6k The young leaders here today (@TPUSA) are part of a movement unlike anything in the history of our nation. It is a… https://t.co/Jg68EYL8Om"
120,2019-07-25," Give A$AP Rocky his FREEDOM. We do so much for Sweden but it doesn’t seem to work the other way around. Sweden shou… https://t.co/imr6dTjmcX Very disappointed in Prime Minister Stefan Löfven for being unable to act. Sweden has let our African American Comm… https://t.co/f0hfApJ8tz ...What took place was completely unacceptable, and will not be tolerated. Bill de Blasio should act immediately! We love our Law Enforcement Officers all around this great Country. What took place in NYC with water being tossed… https://t.co/lhm9oB8BOs RT @IvankaTrump: Today, is the 1-year anniversary of our #PledgetoAmericasWorkers!!!

We have reached 12 MILLION (!!!!) commitments to trai… Beautiful Welcome Ceremony at the Pentagon this morning for our new Secretary of Defense, Mark @EsperDoD! https://t.co/qYDkjmqnOd House Republicans should support the TWO YEAR BUDGET AGREEMENT which greatly helps our Military and our Vets. I am totally with you! Mark Levin on @foxandfriends now! Great guy. Mark Levin will be on @foxandfriends now! Great guy. President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be… https://t.co/bT71Cbcr9A Fox Poll say best Economy in DECADES! RT @realDonaldTrump: TRUTH IS A FORCE OF NATURE! RT @senatemajldr: The agreement between the Administration and Speaker Pelosi continues to fund the military at appropriate levels, contain… ...impeachment, you have a Party of one. It’s over.” @kilmeade  “Nancy said, Jerry, please sit down. Very bad idea.… https://t.co/BrXGmizey7 “Yesterday changed everything, it really did clear the President. He wins.” @ainsleyearhardt  “It changed everythin… https://t.co/dwuRBYq5CJ Appreciate it @LindseyGrahamSC, thank you! https://t.co/cGugEIXNOD Thank you @MarkLevinShow! https://t.co/j4Y4kjrmdf .@JaySekulow and @RudyGiuliani on @SeanHannity moments ago... https://t.co/Ecz4K3sOwh ""THE WITCH HUNT IS OVER!"" @SeanHannity https://t.co/OUoIm4onJt Great job @ChrisPlanteShow! https://t.co/ouTaP7WdFn Thank you @TuckerCarlson @KimStrassel! https://t.co/kw9oGcRzrt Thank you Rep. @DevinNunes! https://t.co/sifmkN7HDz Thank you Rep. @Jim_Jordan! https://t.co/w9tF8xur44 Thank you @RepDougCollins! https://t.co/Lwc2ns2mQt Thank you @GOPLeader McCarthy! https://t.co/0N4AeoRWK9"
119,2019-07-26," https://t.co/nr9bDv3Ktq “@DHSgov @DHSMcAleenan Puts Guatemalan Migrants on Fast Track Home” https://t.co/SrkbGqsqvv RT @WhiteHouse: Today, President Trump announced a safe third country agreement with Guatemala that will put human smugglers out of busines… The WTO is BROKEN when the world’s RICHEST countries claim to be developing countries to avoid WTO rules and get sp… https://t.co/ABuRFn8pLk Great morning at the Pentagon yesterday. Congratulations to our new Defense Secretary, Mark @EsperDoD! https://t.co/zqtA4XytJA France just put a digital tax on our great American technology companies. If anybody taxes them, it should be their… https://t.co/WIpeHmUp1A Apple will not be given Tariff waiver, or relief, for Mac Pro parts that are made in China. Make them in the USA, no Tariffs! Q2 GDP Up 2.1% Not bad considering we have the very heavy weight of the Federal Reserve anchor wrapped around our n… https://t.co/XhYbfHmFDb There may or may not be National Security concerns with regard to Google and their relationship with China. If ther… https://t.co/7pwlRefEMF ....the fact that I have gone through a three year vicious Witch Hunt, perpetrated by the Lamestream Media in Collu… https://t.co/Jyn1QjlKpm .@FoxNews is at it again. So different from what they used to be during the 2016 Primaries, &amp; before - Proud Warrio… https://t.co/0FKqhGXSoq “Taken for Granted,” a wonderful new book by Gianno Caldwell on how Conservatism can win back the Americans that Li… https://t.co/hhiqMA0t0j “Intelligence Community disappointed Mueller didn’t investigate the Steele Dossier.” @TuckerCarlson @FoxNews ...And plenty of other things!"
118,2019-07-27," We gave Nadler and his Trump hating Dems the complete Mueller Report (we didn’t have to), and even Mueller himself,… https://t.co/pVuESK5W26 Elijah Cummings spends all of his time trying to hurt innocent people through “Oversight.” He does NOTHING for his… https://t.co/jt4YsoX6Gr Democrats don’t care about Border Security. They refuse to give the votes necessary to fix the Loopholes and Asylum… https://t.co/7BNriGaaMc Such a big victory of our Country! “Supreme Court approves Trump Administration plan to use Military Funds for the… https://t.co/jFHiJAstT8 The Dems are now coming out of shock from the terrible Mueller performance, and are starting to spin impeachment al… https://t.co/3GICmxao5t The Democrats were trying mightily to revive the badly &amp; irrevocably tarnished Witch Hunt Hoax until Robert Mueller… https://t.co/ir6kFQnFtA Consideration is being given to declaring ANTIFA, the gutless Radical Left Wack Jobs who go around hitting (only no… https://t.co/7qTHqxKXTd Why is so much money sent to the Elijah Cummings district when it is considered the worst run and most dangerous an… https://t.co/O358G0UX84 ....As proven last week during a Congressional tour, the Border is clean, efficient &amp; well run, just very crowded.… https://t.co/5NEW7Thmxu Rep, Elijah Cummings has been a brutal bully, shouting and screaming at the great men &amp; women of Border Patrol abou… https://t.co/7svlPwKJu5 https://t.co/9jgdUE5BF8"
117,2019-07-28," I am pleased to announce that highly respected Congressman John Ratcliffe of Texas will be nominated by me to be th… https://t.co/61T0iNf231 Under the Trump Administration, African American unemployment is the lowest (best) in the history of the United Sta… https://t.co/y0GM8Y3Mvz If racist Elijah Cummings would focus more of his energy on helping the good people of his district, and Baltimore… https://t.co/Qco3AGoiwI There is nothing racist in stating plainly what most people already know, that Elijah Cummings has done a terrible… https://t.co/EJMU0RvPu0 “Elijah Cummings has had his chance to address it (crime &amp; conditions in Baltimore) for decades, and he hasn’t gott… https://t.co/6GNQ1OteUO Speaking of failing badly, has anyone seen what is happening to Nancy Pelosi’s district in San Francisco. It is not… https://t.co/8xij0qPH2O ....a look, the facts speak far louder than words! The Democrats always play the Race Card, when in fact they have… https://t.co/tYJ0hBwAOU Someone please explain to Nancy Pelosi, who was recently called racist by those in her own party, that there is not… https://t.co/J4JM0lb46v “If it weren’t for Donald Trump, we would never know how corrupt these Democrats are, we would never know for sure… https://t.co/KfwdP6LdPd https://t.co/9jgdUE5BF8 The Democrats are still doing the Russians dirty work as they continue to push the fake crime. Media credibility is… https://t.co/KSEUQWGJPq The real Collusion, the Conspiracy, the Crime, was between the Clinton Campaign, the DNC, Fusion GPS, Christopher S… https://t.co/mUQuevwVPm So sad that Elijah Cummings has been able to do so little for the people of Baltimore. Statistically, Baltimore ran… https://t.co/AMJ2VwCXQd ....Robert Mueller’s testimony, and the Mueller Report itself, was a disaster for this illegal Democrat inspired Wi… https://t.co/itIrYrUCBZ “One of the biggest things to come out of Mueller’s testimony was the fact that when he was asked, was there ANYTHI… https://t.co/9ELIfIaM60 Thank you @MarkLevinShow! https://t.co/G3f6QBNSMa https://t.co/9fnYIzjKQX Thank you @GOPLeader! https://t.co/v7sQt7DDWK Thanks @JudgeJeanine! https://t.co/chj7JPbWo1 .@RepCummings — your district! https://t.co/JV4SF8ykCT RT @kimKBaltimore: More trash. More concerned residents. People live in the home with the silver van. This is @RepCummings district. This h… .@RepCummings, why don’t you focus on your district!? https://t.co/F3Ej0Z21PZ"
116,2019-07-29," Senator Cindy Hyde-Smith is doing a GREAT JOB for the people of Mississippi and fully supports our #MAGA Agenda. Ci… https://t.co/nAC0DZwySE Just remember, the Iranians never won a war, but never lost a negotiation! ....He is tough on Crime, Strong on Borders, and will fight for our Second Amendment. Daniel will never let you dow… https://t.co/Tlqqt6X8EO The Republican Party has a new STAR, his name is Daniel Cameron (@djaycameron), and he is running for Attorney Gene… https://t.co/UpP3dfqBOK It is the 25th Anniversary of a GREAT Organization run by people who truly love our Country, @JudicialWatch. On beh… https://t.co/HFCWOPNGH5 Looking forward to my meeting at 2:00 P.M. with wonderful Inner City Pastors! RT @WhiteHouse: President Trump signed into law the permanent authorization of the 9/11 Victim Compensation Fund, which provides financial… RT @WhiteHouse: President Trump gives a statement on the tragic shooting in Gilroy, California. https://t.co/pcrH72ctlg RT @WhiteHouse: President Trump Signs H.R. 1327 https://t.co/r1YBKEX3hY ....countries that know how to play the game against the U.S. That’s actually why the E.U. was formed....and for Ch… https://t.co/uUvSkA31cL The Fed “raised” way too early and way too much. Their quantitative tightening was another big mistake. While our C… https://t.co/F9wogOrZ8O ....even to new heights of success and glory, but not with King Elijah and that crew. When the leaders of Baltimore… https://t.co/hwPEup4pv8 Crazy Bernie Sanders recently equated the City of Baltimore to a THIRD WORLD COUNTRY! Based on that statement, I as… https://t.co/lepXZsfmDT The E.U. and China will further lower interest rates and pump money into their systems, making it much easier for t… https://t.co/jBIYciTUDT Al Sharpton would always ask me to go to his events. He would say, “it’s a personal favor to me.” Seldom, but somet… https://t.co/9nb3XmdMyG If the Democrats are going to defend the Radical Left “Squad” and King Elijah’s Baltimore Fail, it will be a long r… https://t.co/DptfkkM1cW Baltimore, under the leadership of Elijah Cummings, has the worst Crime Statistics in the Nation. 25 years of all t… https://t.co/NpnGnCObD8 I have known Al for 25 years. Went to fights with him &amp; Don King, always got along well. He “loved Trump!” He would… https://t.co/FXgML5zDtu RT @GeorgePapa19: Message to the house democrats: time to legislate not investigate. The only investigations that should be going on right… Good luck with the book George, should do well! https://t.co/Rdti0VyFLd Law Enforcement is at the scene of shootings in Gilroy, California. Reports are that shooter has not yet been appre… https://t.co/MYxjZozcbW “The Democrats hate this President so much, they’re forgetting about their duty to secure our Border.”… https://t.co/Ii0ireG7s1 “If the Democrats would have closed the Loopholes two years ago when President Trump asked them to do so, none of t… https://t.co/rOgzAkgEga"
115,2019-07-30," Wow! A federal Judge in the Southern District of N.Y. completely dismissed a lawsuit brought by the Democratic Nati… https://t.co/8Qty1JaK93 https://t.co/sPd4GF6wxu RT @ThatTrumpGuy: Being suspended from Twitter has me missing incredible videos like this one! HAVE YOU SEEN THIS!?!?!? Thank you @realDona… Thank you Eric! https://t.co/Cq2w0we6kp RT @TomiLahren: Police aren't respected because attacking, demonizing and harassing police has been normalized by the media, Democrats, and… Thank you Amy! https://t.co/NiwkdBGVA9 We should immediately pass Voter ID @Voteridplease to insure the safety and sanctity of our voting system. Also, Pa… https://t.co/3WPmOMJoRo RT @USATODAY: Mitch McConnell argues Dem's 'Moscow Mitch' moniker is 'modern-day McCarthyism' https://t.co/1lAyMij6IW https://t.co/1YWXdl3b… RT @senatemajldr: I spoke on the Senate floor today about my extensive record of standing up to Russia, election security, and why we won’t… Great reception in Jamestown by both REPUBLICANS &amp; DEMOCRATS. Respect for our Country’s incredible Heritage. Thank you! RT @CraigCaplan: Senate failed in three separate attempts to override President Trump's vetoes of resolutions blocking US arms sales to Sau… RT @IvankaTrump: We are very encouraged that @SenBillCassidy and @SenatorSinema have released the first bipartisan framework for #PaidFamil… Heading to Jamestown, Virginia. Word is the Democrats will make it as uncomfortable as possible, but that’s ok beca… https://t.co/HGiii2Sfn5 ....Don’t watch show, but heard Mika said I asked to preside over their marriage. Not true—does anyone really belie… https://t.co/tKzzfRIyaD Just reminded my staff that Morning Joe &amp; Psycho were with me in my room, at their request, the night I won New Ham… https://t.co/h5j349ZkGv China has lost 5 million jobs and two million manufacturing jobs due to the Trump Tariffs. Trumps got China back on… https://t.co/mBw7F0ftKQ Senate is working hard on America’s Transportation Infrastructure Act. Will have BIG IMPACT on our highways and roa… https://t.co/6fvmOgJUJB ....@foxandfriends Wow! Morning Joe &amp; Psycho ratings have really crashed. Very small audience. People are tired of hearing Fake News d… https://t.co/UtIc2v8yIw ...to ripoff the USA, even bigger and better than ever before. The problem with them waiting, however, is that if &amp;… https://t.co/m8Ll0r8jP1 ..My team is negotiating with them now, but they always change the deal in the end to their benefit. They should pr… https://t.co/Oz8toIwVsa China is doing very badly, worst year in 27 - was supposed to start buying our agricultural product now - no signs… https://t.co/P5IZSWbosI Despite the Democrats wanting very unsafe Open Borders &amp; refusing to change the Loopholes &amp; Asylum, tremendous prog… https://t.co/PlomJ42ToP Somali refugees arresed in Tucson on way to Egypt. They were in touch with an agent posing as a terrorist. One of t… https://t.co/dfcCEsgZXI “I don’t know what it’s going to take. A lot of Democratic run cities all over America look like this, it’s not jus… https://t.co/xd96b3Fp02 Baltimore’s numbers are the worst in the United States on Crime and the Economy. Billions of dollars have been pump… https://t.co/8mYWBiEs51 Elijah Cummings never even went to the Southern Border and then he screams at the very good people who, despite Con… https://t.co/L9rxsd4vCk"
114,2019-07-31," Thank you Bill, say hello to our GREAT VETERANS! https://t.co/toDqIAIQ54 RT @bennyjohnson: We are in a political firestorm over the condition of Baltimore.
So what is life really like there?
I spoke with resident… The Radical Left Dems went after me for using the words “drug-infested” concerning Baltimore. Take a look at Elijah… https://t.co/Z11wCzzgGB “The 99% Get a Bigger Raise” https://t.co/negNLaSwMt ....As usual, Powell let us down, but at least he is ending quantitative tightening, which shouldn’t have started i… https://t.co/knw2FP0Eni What the Market wanted to hear from Jay Powell and the Federal Reserve was that this was the beginning of a lengthy… https://t.co/TLR23NXwAz ....I am very happy for Eddie Gallagher and his family! ....to information that may have been obtained from opposing lawyers and for giving immunity in a totally incompete… https://t.co/SE8wpL6CsS The Prosecutors who lost the case against SEAL Eddie Gallagher (who I released from solitary confinement so he coul… https://t.co/hW4qgEv2mC ....or is he too dumb (stupid} to understand that. No wonder CNN’s ratings (MSNBC’s also) have gone down the tubes… https://t.co/OSWIDodI7K CNN’s Don Lemon, the dumbest man on television, insinuated last night while asking a debate “question” that I was a… https://t.co/9MqfpVD9x8 Lowering drug prices for many Americans - including our great seniors! At my direction, @HHSGov @SecAzar just relea… https://t.co/SKhMUfvtmI “The lesser of two Socialists is still a Socialist!” Senator John Kennedy of Louisiana If I hadn’t won the 2016 Election, we would be in a Great Recession/Depression right now. The people I saw on stage… https://t.co/YG9PJsusiM Such a great victory in court yesterday on the Russian Hoax, the greatest political scam in the history of our Coun… https://t.co/ttNruQgudA"
113,2019-08-01," ...We look forward to continuing our positive dialogue with China on a comprehensive Trade Deal, and feel that the… https://t.co/04vCkhSUG1 ...during the talks the U.S. will start, on September 1st, putting a small additional Tariff of 10% on the remainin… https://t.co/9uHUs91afm ...buy agricultural product from the U.S. in large quantities, but did not do so. Additionally, my friend President… https://t.co/Dt2e5SIGd1 Our representatives have just returned from China where they had constructive talks having to do with a future Trad… https://t.co/LsYihbltRg https://t.co/0Zx9wr3MoP ""A string of court cases that have been run through the legal system that have hit DEAD ENDS...."" @BillHemmer… https://t.co/f3pvIAyBE8 https://t.co/It3T0ANlrs BIG RALLY tonight in Cincinnati, Ohio. See you there! P.S. Our Country is doing GREAT! Budget Deal is phenomenal for our Great Military, our Vets, and Jobs, Jobs, Jobs! Two year deal gets us past the El… https://t.co/9xo9Ge7Dti China, Iran &amp; other foreign countries are looking at the Democrat Candidates and “drooling” over the small prospect… https://t.co/d0qFekiQv1 Congratulations to Kelly Knight Craft of #Kentucky on her confirmation as United Nations Ambassador. After having s… https://t.co/PUK0czF95v ...It will soon be time to choose to keep and build upon that prosperity and success, or let it go. We are respecte… https://t.co/snadutVxxO The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America… https://t.co/f12Gqo4ILb The cages for kids were built by the Obama Administration in 2014. He had the policy of child separation. I ended i… https://t.co/WMAfEMjwvv Experts stated that the Fed should not have tightened, and then waited too long to undo their mistake. James Bullar… https://t.co/UKa9el1lWR"
112,2019-08-02," ....John has therefore decided to stay in Congress where he has done such an outstanding job representing the peopl… https://t.co/fZHW0eo1Zr Our great Republican Congressman John Ratcliffe is being treated very unfairly by the LameStream Media. Rather than… https://t.co/HMqCr55cJ9 A$AP Rocky released from prison and on his way home to the United States from Sweden. It was a Rocky Week, get home ASAP A$AP! ....Chariman Kim has a great and beautiful vision for his country, and only the United States, with me as President… https://t.co/Nn56xpzKr2 .....Chairman Kim does not want to disappoint me with a violation of trust, there is far too much for North Korea t… https://t.co/TjKmKTYyav Kim Jong Un and North Korea tested 3 short range missiles over the last number of days. These missiles tests are no… https://t.co/anL3BsX2f6 RT @mike_pence: Four more years means more JOBS, more JUDGES, more SUPPORT FOR OUR TROOPS, and four more years of draining the swamp! #MAGA… Really bad news! The Baltimore house of Elijah Cummings was robbed. Too bad! THANK YOU OHIO!! #KAG2020 https://t.co/UF6b1sdC4r I would like to thank two Great Iowa Senators, @ChuckGrassley and @SenJoniErnst - for their support today on the Sp… https://t.co/seK0ONSgsg Beautiful evening in Cincinnati, Ohio tonight — with GREAT American Patriots! #KAG2020 https://t.co/wDN5B4Gp87 Thank you Cincinnati, Ohio. Together, we are going to KEEP AMERICA GREAT! https://t.co/sKPAW8e8qN"
111,2019-08-03," RT @i24NEWS_EN: There is nothing racist about President #Trump's suggesting that those who regularly spew hate at #America might spend thei… Pastor Scott, a great guy - and tough! https://t.co/tu0u3AxQqp RT @PastorDScott: Contrary to what the Left's ""Know Nothing Blacks"" are saying (Tamar Braxton in particular) The President was involved in… RT @cvpayne: While the media is fixated on tweets and fear mongering here's are some employment stats for Black American in July.
284,000 r… Fight hard tonight Colby. You are a real Champ! #MAGA https://t.co/dj3JlWQu7i Terrible shootings in ElPaso, Texas. Reports are very bad, many killed. Working with State and Local authorities, a… https://t.co/p9I5Pnj6ej Things are going along very well with China. They are paying us Tens of Billions of Dollars, made possible by their… https://t.co/LGLPqyYJ0w Countries are coming to us wanting to negotiate REAL trade deals, not the one sided horror show deals made by past… https://t.co/eMfR3G1jid Great working with you John. A big win for our amazing ranchers! https://t.co/m2PjlbTHA9 RT @RepMarkMeadows: Joining @VP condemning Iran’s reported punishment of Mahrokh Kanbari for practicing her Christian beliefs. 

America ca… RT @Franklin_Graham: 5 yrs ago today Dr. Kent Brantly arrived at @EmoryUniversity Hospital after contracting the Ebola virus while serving… A great couple! https://t.co/h0o1laZ7e3"
